id,id_v2,category,level,question,answer_status,answer_type,answer,unknown_reason,evidence,pipeline_version,files
SNMP_COMMUNITY_LIST_p3,snmp_community_list:40d255b5d8,System_Inventory,L1,"For metric 'snmp_community_list', provide the result for host=p3. [Answer format: JSON array]",NOT_CONFIGURED,set,[],,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""snmp_community_list"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p3""}}",91765b5,['p3.cfg']
SNMP_COMMUNITY_LIST_p4,snmp_community_list:8eb660897d,System_Inventory,L1,"For metric 'snmp_community_list', provide the result for host=p4. [Answer format: JSON array]",NOT_CONFIGURED,set,[],,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""snmp_community_list"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p4""}}",91765b5,['p4.cfg']
SNMP_COMMUNITY_LIST_leaf3,snmp_community_list:6a7c231d8b,System_Inventory,L1,"For metric 'snmp_community_list', provide the result for host=leaf3. [Answer format: JSON array]",NOT_CONFIGURED,set,[],,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""snmp_community_list"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf3""}}",91765b5,['leaf3.cfg']
SNMP_COMMUNITY_LIST_leaf2,snmp_community_list:6e35c43dba,System_Inventory,L1,"For metric 'snmp_community_list', provide the result for host=leaf2. [Answer format: JSON array]",NOT_CONFIGURED,set,[],,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""snmp_community_list"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf2""}}",91765b5,['leaf2.cfg']
SNMP_COMMUNITY_LIST_p1,snmp_community_list:980d4425bd,System_Inventory,L1,"For metric 'snmp_community_list', provide the result for host=p1. [Answer format: JSON array]",NOT_CONFIGURED,set,[],,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""snmp_community_list"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p1""}}",91765b5,['p1.cfg']
SNMP_COMMUNITY_LIST_leaf4,snmp_community_list:45a2dbebe1,System_Inventory,L1,"For metric 'snmp_community_list', provide the result for host=leaf4. [Answer format: JSON array]",NOT_CONFIGURED,set,[],,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""snmp_community_list"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf4""}}",91765b5,['leaf4.cfg']
SNMP_COMMUNITY_LIST_p2,snmp_community_list:f84ad4329a,System_Inventory,L1,"For metric 'snmp_community_list', provide the result for host=p2. [Answer format: JSON array]",NOT_CONFIGURED,set,[],,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""snmp_community_list"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p2""}}",91765b5,['p2.cfg']
SYSLOG_SERVER_LIST_p2,syslog_server_list:f84ad4329a,System_Inventory,L1,"For metric 'syslog_server_list', provide the result for host=p2. [Answer format: JSON array]",NOT_CONFIGURED,set,[],,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""syslog_server_list"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p2""}}",91765b5,['p2.cfg']
SYSLOG_SERVER_LIST_leaf2,syslog_server_list:6e35c43dba,System_Inventory,L1,"For metric 'syslog_server_list', provide the result for host=leaf2. [Answer format: JSON array]",NOT_CONFIGURED,set,[],,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""syslog_server_list"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf2""}}",91765b5,['leaf2.cfg']
SYSLOG_SERVER_LIST_p1,syslog_server_list:980d4425bd,System_Inventory,L1,"For metric 'syslog_server_list', provide the result for host=p1. [Answer format: JSON array]",NOT_CONFIGURED,set,[],,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""syslog_server_list"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p1""}}",91765b5,['p1.cfg']
SYSLOG_SERVER_LIST_pe1,syslog_server_list:4f36bb8808,System_Inventory,L1,"For metric 'syslog_server_list', provide the result for host=pe1. [Answer format: JSON array]",NOT_CONFIGURED,set,[],,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""syslog_server_list"", ""scope"": {""type"": ""DEVICE"", ""host"": ""pe1""}}",91765b5,['pe1.cfg']
SYSLOG_SERVER_LIST_p4,syslog_server_list:8eb660897d,System_Inventory,L1,"For metric 'syslog_server_list', provide the result for host=p4. [Answer format: JSON array]",NOT_CONFIGURED,set,[],,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""syslog_server_list"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p4""}}",91765b5,['p4.cfg']
SYSLOG_SERVER_LIST_pe2,syslog_server_list:3603999311,System_Inventory,L1,"For metric 'syslog_server_list', provide the result for host=pe2. [Answer format: JSON array]",NOT_CONFIGURED,set,[],,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""syslog_server_list"", ""scope"": {""type"": ""DEVICE"", ""host"": ""pe2""}}",91765b5,['pe2.cfg']
SYSLOG_SERVER_LIST_leaf3,syslog_server_list:6a7c231d8b,System_Inventory,L1,"For metric 'syslog_server_list', provide the result for host=leaf3. [Answer format: JSON array]",NOT_CONFIGURED,set,[],,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""syslog_server_list"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf3""}}",91765b5,['leaf3.cfg']
SYSLOG_SERVER_LIST_p3,syslog_server_list:40d255b5d8,System_Inventory,L1,"For metric 'syslog_server_list', provide the result for host=p3. [Answer format: JSON array]",NOT_CONFIGURED,set,[],,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""syslog_server_list"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p3""}}",91765b5,['p3.cfg']
SYSLOG_SERVER_LIST_leaf1,syslog_server_list:f3e677391b,System_Inventory,L1,"For metric 'syslog_server_list', provide the result for host=leaf1. [Answer format: JSON array]",NOT_CONFIGURED,set,[],,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""syslog_server_list"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf1""}}",91765b5,['leaf1.cfg']
SYSLOG_SERVER_LIST_leaf4,syslog_server_list:45a2dbebe1,System_Inventory,L1,"For metric 'syslog_server_list', provide the result for host=leaf4. [Answer format: JSON array]",NOT_CONFIGURED,set,[],,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""syslog_server_list"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf4""}}",91765b5,['leaf4.cfg']
INTERFACE_STATUS_MAP_p4,interface_status_map:8eb660897d,System_Inventory,L1,"For metric 'interface_status_map', provide the result for host=p4. [Answer format: JSON object]",OK,map,"{""GigabitEthernet0/0"": ""up"", ""GigabitEthernet0/1"": ""up"", ""GigabitEthernet0/2"": ""up"", ""GigabitEthernet0/3"": ""down"", ""Loopback0"": ""up""}",,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""interface_status_map"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p4""}}",91765b5,['p4.cfg']
INTERFACE_STATUS_MAP_p3,interface_status_map:40d255b5d8,System_Inventory,L1,"For metric 'interface_status_map', provide the result for host=p3. [Answer format: JSON object]",OK,map,"{""GigabitEthernet0/0"": ""up"", ""GigabitEthernet0/1"": ""up"", ""GigabitEthernet0/2"": ""up"", ""GigabitEthernet0/3"": ""up"", ""Loopback0"": ""up""}",,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""interface_status_map"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p3""}}",91765b5,['p3.cfg']
INTERFACE_STATUS_MAP_p1,interface_status_map:980d4425bd,System_Inventory,L1,"For metric 'interface_status_map', provide the result for host=p1. [Answer format: JSON object]",OK,map,"{""GigabitEthernet0/0"": ""up"", ""GigabitEthernet0/1"": ""up"", ""GigabitEthernet0/2"": ""up"", ""GigabitEthernet0/3"": ""down"", ""Loopback0"": ""up""}",,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""interface_status_map"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p1""}}",91765b5,['p1.cfg']
INTERFACE_STATUS_MAP_pe2,interface_status_map:3603999311,System_Inventory,L1,"For metric 'interface_status_map', provide the result for host=pe2. [Answer format: JSON object]",OK,map,"{""GigabitEthernet0/0"": ""up"", ""GigabitEthernet0/1"": ""up"", ""GigabitEthernet0/2"": ""up"", ""GigabitEthernet0/3"": ""up"", ""Loopback0"": ""up""}",,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""interface_status_map"", ""scope"": {""type"": ""DEVICE"", ""host"": ""pe2""}}",91765b5,['pe2.cfg']
INTERFACE_STATUS_MAP_pe1,interface_status_map:4f36bb8808,System_Inventory,L1,"For metric 'interface_status_map', provide the result for host=pe1. [Answer format: JSON object]",OK,map,"{""GigabitEthernet0/0"": ""up"", ""GigabitEthernet0/1"": ""up"", ""GigabitEthernet0/2"": ""up"", ""GigabitEthernet0/3"": ""up"", ""Loopback0"": ""up""}",,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""interface_status_map"", ""scope"": {""type"": ""DEVICE"", ""host"": ""pe1""}}",91765b5,['pe1.cfg']
INTERFACE_STATUS_MAP_p2,interface_status_map:f84ad4329a,System_Inventory,L1,"For metric 'interface_status_map', provide the result for host=p2. [Answer format: JSON object]",OK,map,"{""GigabitEthernet0/0"": ""up"", ""GigabitEthernet0/1"": ""up"", ""GigabitEthernet0/2"": ""up"", ""GigabitEthernet0/3"": ""up"", ""Loopback0"": ""up""}",,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""interface_status_map"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p2""}}",91765b5,['p2.cfg']
INTERFACE_STATUS_MAP_leaf4,interface_status_map:45a2dbebe1,System_Inventory,L1,"For metric 'interface_status_map', provide the result for host=leaf4. [Answer format: JSON object]",OK,map,"{""GigabitEthernet0/0"": ""up"", ""GigabitEthernet0/1"": ""down"", ""GigabitEthernet0/2"": ""up"", ""GigabitEthernet0/3"": ""down""}",,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""interface_status_map"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf4""}}",91765b5,['leaf4.cfg']
INTERFACE_STATUS_MAP_leaf3,interface_status_map:6a7c231d8b,System_Inventory,L1,"For metric 'interface_status_map', provide the result for host=leaf3. [Answer format: JSON object]",OK,map,"{""GigabitEthernet0/0"": ""up"", ""GigabitEthernet0/1"": ""down"", ""GigabitEthernet0/2"": ""up"", ""GigabitEthernet0/3"": ""down""}",,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""interface_status_map"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf3""}}",91765b5,['leaf3.cfg']
INTERFACE_STATUS_MAP_leaf1,interface_status_map:f3e677391b,System_Inventory,L1,"For metric 'interface_status_map', provide the result for host=leaf1. [Answer format: JSON object]",OK,map,"{""GigabitEthernet0/0"": ""up"", ""GigabitEthernet0/1"": ""up"", ""GigabitEthernet0/2"": ""up"", ""GigabitEthernet0/3"": ""up""}",,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""interface_status_map"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf1""}}",91765b5,['leaf1.cfg']
INTERFACE_STATUS_MAP_leaf2,interface_status_map:6e35c43dba,System_Inventory,L1,"For metric 'interface_status_map', provide the result for host=leaf2. [Answer format: JSON object]",OK,map,"{""GigabitEthernet0/0"": ""up"", ""GigabitEthernet0/1"": ""down"", ""GigabitEthernet0/2"": ""up"", ""GigabitEthernet0/3"": ""up""}",,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""interface_status_map"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf2""}}",91765b5,['leaf2.cfg']
ROUTING_TABLE_ENTRY_COUNT_p2,routing_table_entry_count:f84ad4329a,System_Inventory,L1,"For metric 'routing_table_entry_count', provide the result for host=p2. [Answer format: integer number]",OK,number,6,,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""routing_table_entry_count"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p2""}}",91765b5,['p2.cfg']
ROUTING_TABLE_ENTRY_COUNT_pe2,routing_table_entry_count:3603999311,System_Inventory,L1,"For metric 'routing_table_entry_count', provide the result for host=pe2. [Answer format: integer number]",OK,number,6,,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""routing_table_entry_count"", ""scope"": {""type"": ""DEVICE"", ""host"": ""pe2""}}",91765b5,['pe2.cfg']
ROUTING_TABLE_ENTRY_COUNT_leaf2,routing_table_entry_count:6e35c43dba,System_Inventory,L1,"For metric 'routing_table_entry_count', provide the result for host=leaf2. [Answer format: integer number]",OK,number,5,,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""routing_table_entry_count"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf2""}}",91765b5,['leaf2.cfg']
ROUTING_TABLE_ENTRY_COUNT_pe1,routing_table_entry_count:4f36bb8808,System_Inventory,L1,"For metric 'routing_table_entry_count', provide the result for host=pe1. [Answer format: integer number]",OK,number,7,,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""routing_table_entry_count"", ""scope"": {""type"": ""DEVICE"", ""host"": ""pe1""}}",91765b5,['pe1.cfg']
ROUTING_TABLE_ENTRY_COUNT_p1,routing_table_entry_count:980d4425bd,System_Inventory,L1,"For metric 'routing_table_entry_count', provide the result for host=p1. [Answer format: integer number]",OK,number,5,,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""routing_table_entry_count"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p1""}}",91765b5,['p1.cfg']
ROUTING_TABLE_ENTRY_COUNT_leaf1,routing_table_entry_count:f3e677391b,System_Inventory,L1,"For metric 'routing_table_entry_count', provide the result for host=leaf1. [Answer format: integer number]",OK,number,7,,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""routing_table_entry_count"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf1""}}",91765b5,['leaf1.cfg']
ROUTING_TABLE_ENTRY_COUNT_leaf4,routing_table_entry_count:45a2dbebe1,System_Inventory,L1,"For metric 'routing_table_entry_count', provide the result for host=leaf4. [Answer format: integer number]",OK,number,4,,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""routing_table_entry_count"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf4""}}",91765b5,['leaf4.cfg']
ROUTING_TABLE_ENTRY_COUNT_p4,routing_table_entry_count:8eb660897d,System_Inventory,L1,"For metric 'routing_table_entry_count', provide the result for host=p4. [Answer format: integer number]",OK,number,5,,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""routing_table_entry_count"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p4""}}",91765b5,['p4.cfg']
ROUTING_TABLE_ENTRY_COUNT_leaf3,routing_table_entry_count:6a7c231d8b,System_Inventory,L1,"For metric 'routing_table_entry_count', provide the result for host=leaf3. [Answer format: integer number]",OK,number,4,,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""routing_table_entry_count"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf3""}}",91765b5,['leaf3.cfg']
ROUTING_TABLE_ENTRY_COUNT_p3,routing_table_entry_count:40d255b5d8,System_Inventory,L1,"For metric 'routing_table_entry_count', provide the result for host=p3. [Answer format: integer number]",OK,number,6,,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""routing_table_entry_count"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p3""}}",91765b5,['p3.cfg']
SSH_VERSION_TEXT_leaf1,ssh_version_text:f3e677391b,Security_Inventory,L1,"For metric 'ssh_version_text', provide the result for host=leaf1. [Answer format: plain string]",OK,text,"""2""",,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""ssh_version_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf1""}}",91765b5,['leaf1.cfg']
SSH_VERSION_TEXT_pe1,ssh_version_text:4f36bb8808,Security_Inventory,L1,"For metric 'ssh_version_text', provide the result for host=pe1. [Answer format: plain string]",OK,text,"""2""",,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""ssh_version_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""pe1""}}",91765b5,['pe1.cfg']
SSH_VERSION_TEXT_leaf3,ssh_version_text:6a7c231d8b,Security_Inventory,L1,"For metric 'ssh_version_text', provide the result for host=leaf3. [Answer format: plain string]",OK,text,"""2""",,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""ssh_version_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf3""}}",91765b5,['leaf3.cfg']
SSH_VERSION_TEXT_p1,ssh_version_text:980d4425bd,Security_Inventory,L1,"For metric 'ssh_version_text', provide the result for host=p1. [Answer format: plain string]",OK,text,"""2""",,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""ssh_version_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p1""}}",91765b5,['p1.cfg']
SSH_VERSION_TEXT_p3,ssh_version_text:40d255b5d8,Security_Inventory,L1,"For metric 'ssh_version_text', provide the result for host=p3. [Answer format: plain string]",OK,text,"""2""",,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""ssh_version_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p3""}}",91765b5,['p3.cfg']
SSH_VERSION_TEXT_leaf2,ssh_version_text:6e35c43dba,Security_Inventory,L1,"For metric 'ssh_version_text', provide the result for host=leaf2. [Answer format: plain string]",OK,text,"""2""",,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""ssh_version_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf2""}}",91765b5,['leaf2.cfg']
SSH_VERSION_TEXT_p2,ssh_version_text:f84ad4329a,Security_Inventory,L1,"For metric 'ssh_version_text', provide the result for host=p2. [Answer format: plain string]",OK,text,"""2""",,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""ssh_version_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p2""}}",91765b5,['p2.cfg']
SSH_VERSION_TEXT_leaf4,ssh_version_text:45a2dbebe1,Security_Inventory,L1,"For metric 'ssh_version_text', provide the result for host=leaf4. [Answer format: plain string]",OK,text,"""2""",,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""ssh_version_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf4""}}",91765b5,['leaf4.cfg']
SSH_VERSION_TEXT_p4,ssh_version_text:8eb660897d,Security_Inventory,L1,"For metric 'ssh_version_text', provide the result for host=p4. [Answer format: plain string]",OK,text,"""2""",,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""ssh_version_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p4""}}",91765b5,['p4.cfg']
SSH_VERSION_TEXT_pe2,ssh_version_text:3603999311,Security_Inventory,L1,"For metric 'ssh_version_text', provide the result for host=pe2. [Answer format: plain string]",OK,text,"""2""",,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""ssh_version_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""pe2""}}",91765b5,['pe2.cfg']
AAA_AUTHENTICATION_METHOD_p2,aaa_authentication_method:f84ad4329a,Security_Inventory,L1,"For metric 'aaa_authentication_method', provide the result for host=p2. [Answer format: plain string]",OK,text,"""NOT_CONFIGURED""",,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""aaa_authentication_method"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p2""}}",91765b5,['p2.cfg']
