id,origin,level,task_category,answer_type,complexity,persona,question,ground_truth,explanation,context,source_files
BASIC_DSL-SYSTEM_USER_COUNT-13781,rule_based,1,단순 조회 업무,short,basic,,sample9 장비의 로컬 사용자 수는?,1,The value for system_user_count is 1.,장비: sample9 | OS: ios-xr | BGP AS: 65000 | BGP 피어 수: 3 | VRF 수: 1,sample9.xml
BASIC_DSL-SYSTEM_USER_LIST-24609,rule_based,1,단순 조회 업무,short,basic,,CE1 장비의 로컬 사용자 목록은?,"[""nso""]",The list of devices for system_user_list is ['nso'].,장비: CE1 | OS: ios-xr | BGP AS: 65001 | BGP 피어 수: 1,ce1.xml
BASIC_DSL-SYSTEM_USER_LIST-32362,rule_based,1,단순 조회 업무,short,basic,,CE2 장비의 로컬 사용자 목록은?,"[""nso""]",The list of devices for system_user_list is ['nso'].,장비: CE2 | OS: ios-xr | BGP AS: 65003 | BGP 피어 수: 1,ce2.xml
BASIC_DSL-SYSTEM_USER_LIST-1597,rule_based,1,단순 조회 업무,short,basic,,sample10 장비의 로컬 사용자 목록은?,"[""nso""]",The list of devices for system_user_list is ['nso'].,장비: sample10 | OS: ios-xr | BGP AS: 65000 | BGP 피어 수: 3 | VRF 수: 1,sample10.xml
BASIC_DSL-SYSTEM_USER_LIST-25299,rule_based,1,단순 조회 업무,short,basic,,sample7 장비의 로컬 사용자 목록은?,"[""nso""]",The list of devices for system_user_list is ['nso'].,장비: sample7 | OS: ios-xr | BGP AS: 65000 | BGP 피어 수: 3 | VRF 수: 1,sample7.xml
BASIC_DSL-SYSTEM_USER_LIST-36080,rule_based,1,단순 조회 업무,short,basic,,sample8 장비의 로컬 사용자 목록은?,"[""nso""]",The list of devices for system_user_list is ['nso'].,장비: sample8 | OS: ios-xr | BGP AS: 65000 | BGP 피어 수: 3 | VRF 수: 1,sample8.xml
BASIC_DSL-SYSTEM_USER_LIST-13781,rule_based,1,단순 조회 업무,short,basic,,sample9 장비의 로컬 사용자 목록은?,"[""nso""]",The list of devices for system_user_list is ['nso'].,장비: sample9 | OS: ios-xr | BGP AS: 65000 | BGP 피어 수: 3 | VRF 수: 1,sample9.xml
BASIC_DSL-SYSTEM_TIMEZONE_TEXT-24609,rule_based,1,단순 조회 업무,short,basic,,CE1 장비의 시간대(Timezone)는?,KST,The value for system_timezone_text is KST.,장비: CE1 | OS: ios-xr | BGP AS: 65001 | BGP 피어 수: 1,ce1.xml
BASIC_DSL-SYSTEM_TIMEZONE_TEXT-32362,rule_based,1,단순 조회 업무,short,basic,,CE2 장비의 시간대(Timezone)는?,KST,The value for system_timezone_text is KST.,장비: CE2 | OS: ios-xr | BGP AS: 65003 | BGP 피어 수: 1,ce2.xml
BASIC_DSL-SSH_PRESENT_BOOL-24609,rule_based,1,단순 조회 업무,short,basic,,ssh_present_bool 측정값은?,True,The value for ssh_present_bool is True.,장비: CE1 | OS: ios-xr | BGP AS: 65001 | BGP 피어 수: 1,ce1.xml
BASIC_DSL-SSH_PRESENT_BOOL-32362,rule_based,1,단순 조회 업무,short,basic,,ssh_present_bool 측정값은?,True,The value for ssh_present_bool is True.,장비: CE2 | OS: ios-xr | BGP AS: 65003 | BGP 피어 수: 1,ce2.xml
BASIC_DSL-SSH_PRESENT_BOOL-1597,rule_based,1,단순 조회 업무,short,basic,,ssh_present_bool 측정값은?,True,The value for ssh_present_bool is True.,장비: sample10 | OS: ios-xr | BGP AS: 65000 | BGP 피어 수: 3 | VRF 수: 1,sample10.xml
BASIC_DSL-SSH_PRESENT_BOOL-25299,rule_based,1,단순 조회 업무,short,basic,,ssh_present_bool 측정값은?,True,The value for ssh_present_bool is True.,장비: sample7 | OS: ios-xr | BGP AS: 65000 | BGP 피어 수: 3 | VRF 수: 1,sample7.xml
BASIC_DSL-SSH_PRESENT_BOOL-36080,rule_based,1,단순 조회 업무,short,basic,,ssh_present_bool 측정값은?,True,The value for ssh_present_bool is True.,장비: sample8 | OS: ios-xr | BGP AS: 65000 | BGP 피어 수: 3 | VRF 수: 1,sample8.xml
BASIC_DSL-SSH_PRESENT_BOOL-13781,rule_based,1,단순 조회 업무,short,basic,,ssh_present_bool 측정값은?,True,The value for ssh_present_bool is True.,장비: sample9 | OS: ios-xr | BGP AS: 65000 | BGP 피어 수: 3 | VRF 수: 1,sample9.xml
BASIC_DSL-SSH_VERSION_TEXT-24609,rule_based,1,단순 조회 업무,short,basic,,ssh_version_text 측정값은?,2,The value for ssh_version_text is 2.,장비: CE1 | OS: ios-xr | BGP AS: 65001 | BGP 피어 수: 1,ce1.xml
BASIC_DSL-SSH_VERSION_TEXT-32362,rule_based,1,단순 조회 업무,short,basic,,ssh_version_text 측정값은?,2,The value for ssh_version_text is 2.,장비: CE2 | OS: ios-xr | BGP AS: 65003 | BGP 피어 수: 1,ce2.xml
BASIC_DSL-AAA_PRESENT_BOOL-24609,rule_based,1,단순 조회 업무,short,basic,,aaa_present_bool 측정값은?,False,The value for aaa_present_bool is False.,장비: CE1 | OS: ios-xr | BGP AS: 65001 | BGP 피어 수: 1,ce1.xml
BASIC_DSL-AAA_PRESENT_BOOL-32362,rule_based,1,단순 조회 업무,short,basic,,aaa_present_bool 측정값은?,False,The value for aaa_present_bool is False.,장비: CE2 | OS: ios-xr | BGP AS: 65003 | BGP 피어 수: 1,ce2.xml
BASIC_DSL-AAA_PRESENT_BOOL-1597,rule_based,1,단순 조회 업무,short,basic,,aaa_present_bool 측정값은?,True,The value for aaa_present_bool is True.,장비: sample10 | OS: ios-xr | BGP AS: 65000 | BGP 피어 수: 3 | VRF 수: 1,sample10.xml
BASIC_DSL-AAA_PRESENT_BOOL-25299,rule_based,1,단순 조회 업무,short,basic,,aaa_present_bool 측정값은?,True,The value for aaa_present_bool is True.,장비: sample7 | OS: ios-xr | BGP AS: 65000 | BGP 피어 수: 3 | VRF 수: 1,sample7.xml
BASIC_DSL-AAA_PRESENT_BOOL-36080,rule_based,1,단순 조회 업무,short,basic,,aaa_present_bool 측정값은?,True,The value for aaa_present_bool is True.,장비: sample8 | OS: ios-xr | BGP AS: 65000 | BGP 피어 수: 3 | VRF 수: 1,sample8.xml
BASIC_DSL-AAA_PRESENT_BOOL-13781,rule_based,1,단순 조회 업무,short,basic,,aaa_present_bool 측정값은?,True,The value for aaa_present_bool is True.,장비: sample9 | OS: ios-xr | BGP AS: 65000 | BGP 피어 수: 3 | VRF 수: 1,sample9.xml
BASIC_DSL-PASSWORD_POLICY_PRESENT_BOOL-24609,rule_based,1,단순 조회 업무,short,basic,,password_policy_present_bool 측정값은?,False,The value for password_policy_present_bool is False.,장비: CE1 | OS: ios-xr | BGP AS: 65001 | BGP 피어 수: 1,ce1.xml
BASIC_DSL-PASSWORD_POLICY_PRESENT_BOOL-32362,rule_based,1,단순 조회 업무,short,basic,,password_policy_present_bool 측정값은?,False,The value for password_policy_present_bool is False.,장비: CE2 | OS: ios-xr | BGP AS: 65003 | BGP 피어 수: 1,ce2.xml
BASIC_DSL-PASSWORD_POLICY_PRESENT_BOOL-1597,rule_based,1,단순 조회 업무,short,basic,,password_policy_present_bool 측정값은?,False,The value for password_policy_present_bool is False.,장비: sample10 | OS: ios-xr | BGP AS: 65000 | BGP 피어 수: 3 | VRF 수: 1,sample10.xml
BASIC_DSL-PASSWORD_POLICY_PRESENT_BOOL-25299,rule_based,1,단순 조회 업무,short,basic,,password_policy_present_bool 측정값은?,False,The value for password_policy_present_bool is False.,장비: sample7 | OS: ios-xr | BGP AS: 65000 | BGP 피어 수: 3 | VRF 수: 1,sample7.xml
BASIC_DSL-PASSWORD_POLICY_PRESENT_BOOL-36080,rule_based,1,단순 조회 업무,short,basic,,password_policy_present_bool 측정값은?,False,The value for password_policy_present_bool is False.,장비: sample8 | OS: ios-xr | BGP AS: 65000 | BGP 피어 수: 3 | VRF 수: 1,sample8.xml
BASIC_DSL-PASSWORD_POLICY_PRESENT_BOOL-13781,rule_based,1,단순 조회 업무,short,basic,,password_policy_present_bool 측정값은?,False,The value for password_policy_present_bool is False.,장비: sample9 | OS: ios-xr | BGP AS: 65000 | BGP 피어 수: 3 | VRF 수: 1,sample9.xml
BASIC_DSL-INTERFACE_COUNT-24609,rule_based,1,단순 조회 업무,short,basic,,CE1 장비의 인터페이스 개수는?,5,The value for interface_count is 5.,장비: CE1 | OS: ios-xr | BGP AS: 65001 | BGP 피어 수: 1,ce1.xml
BASIC_DSL-INTERFACE_COUNT-32362,rule_based,1,단순 조회 업무,short,basic,,CE2 장비의 인터페이스 개수는?,5,The value for interface_count is 5.,장비: CE2 | OS: ios-xr | BGP AS: 65003 | BGP 피어 수: 1,ce2.xml
BASIC_DSL-INTERFACE_COUNT-1597,rule_based,1,단순 조회 업무,short,basic,,sample10 장비의 인터페이스 개수는?,7,The value for interface_count is 7.,장비: sample10 | OS: ios-xr | BGP AS: 65000 | BGP 피어 수: 3 | VRF 수: 1,sample10.xml
BASIC_DSL-INTERFACE_COUNT-25299,rule_based,1,단순 조회 업무,short,basic,,sample7 장비의 인터페이스 개수는?,7,The value for interface_count is 7.,장비: sample7 | OS: ios-xr | BGP AS: 65000 | BGP 피어 수: 3 | VRF 수: 1,sample7.xml
BASIC_DSL-INTERFACE_COUNT-36080,rule_based,1,단순 조회 업무,short,basic,,sample8 장비의 인터페이스 개수는?,6,The value for interface_count is 6.,장비: sample8 | OS: ios-xr | BGP AS: 65000 | BGP 피어 수: 3 | VRF 수: 1,sample8.xml
BASIC_DSL-INTERFACE_COUNT-13781,rule_based,1,단순 조회 업무,short,basic,,sample9 장비의 인터페이스 개수는?,7,The value for interface_count is 7.,장비: sample9 | OS: ios-xr | BGP AS: 65000 | BGP 피어 수: 3 | VRF 수: 1,sample9.xml
BASIC_DSL-INTERFACE_IP_MAP-24609,rule_based,1,단순 조회 업무,short,basic,,CE1 장비의 인터페이스-IP 매핑은?,"{""Ethernet0/0"": """", ""Ethernet0/0.100"": ""192.168.1.11/255.255.255.0"", ""Ethernet0/1"": ""192.168.10.1/255.255.255.0"", ""Ethernet0/2"": ""172.16.1.41/255.255.255.0"", ""Ethernet0/3"": """"}","The value for interface_ip_map is {'Ethernet0/0': '', 'Ethernet0/0.100': '192.168.1.11/255.255.255.0', 'Ethernet0/1': '192.168.10.1/255.255.255.0', 'Ethernet0/2': '172.16.1.41/255.255.255.0', 'Ethernet0/3': ''}.",장비: CE1 | OS: ios-xr | BGP AS: 65001 | BGP 피어 수: 1,ce1.xml
BASIC_DSL-INTERFACE_IP_MAP-32362,rule_based,1,단순 조회 업무,short,basic,,CE2 장비의 인터페이스-IP 매핑은?,"{""Ethernet0/0"": """", ""Ethernet0/0.100"": ""192.168.3.11/255.255.255.0"", ""Ethernet0/1"": ""192.168.30.1/255.255.255.0"", ""Ethernet0/2"": ""172.16.1.41/255.255.255.0"", ""Ethernet0/3"": """"}","The value for interface_ip_map is {'Ethernet0/0': '', 'Ethernet0/0.100': '192.168.3.11/255.255.255.0', 'Ethernet0/1': '192.168.30.1/255.255.255.0', 'Ethernet0/2': '172.16.1.41/255.255.255.0', 'Ethernet0/3': ''}.",장비: CE2 | OS: ios-xr | BGP AS: 65003 | BGP 피어 수: 1,ce2.xml
BASIC_DSL-INTERFACE_IP_MAP-1597,rule_based,1,단순 조회 업무,short,basic,,sample10 장비의 인터페이스-IP 매핑은?,"{""Loopback0"": ""4.4.4.4/255.255.255.255"", ""MgmtEth0/RP0/CPU0/0"": ""172.16.1.133/255.255.255.0"", ""GigabitEthernet0/0/0/0"": ""10.1.31.2/255.255.255.0"", ""GigabitEthernet0/0/0/1"": """", ""GigabitEthernet0/0/0/2"": ""10.1.15.2/255.255.255.0"", ""GigabitEthernet0/0/0/3"": """", ""GigabitEthernet0/0/0/1.400"": ""192.168.4.10/255.255.255.0""}","The value for interface_ip_map is {'Loopback0': '4.4.4.4/255.255.255.255', 'MgmtEth0/RP0/CPU0/0': '172.16.1.133/255.255.255.0', 'GigabitEthernet0/0/0/0': '10.1.31.2/255.255.255.0', 'GigabitEthernet0/0/0/1': '', 'GigabitEthernet0/0/0/2': '10.1.15.2/255.255.255.0', 'GigabitEthernet0/0/0/3': '', 'GigabitEthernet0/0/0/1.400': '192.168.4.10/255.255.255.0'}.",장비: sample10 | OS: ios-xr | BGP AS: 65000 | BGP 피어 수: 3 | VRF 수: 1,sample10.xml
BASIC_DSL-INTERFACE_IP_MAP-25299,rule_based,1,단순 조회 업무,short,basic,,sample7 장비의 인터페이스-IP 매핑은?,"{""Loopback0"": ""1.1.1.1/255.255.255.255"", ""MgmtEth0/RP0/CPU0/0"": ""172.16.1.130/255.255.255.0"", ""GigabitEthernet0/0/0/0"": ""10.1.13.1/255.255.255.0"", ""GigabitEthernet0/0/0/2"": ""10.1.15.1/255.255.255.0"", ""GigabitEthernet0/0/0/3"": """", ""GigabitEthernet0/0/0/0.1"": """", ""GigabitEthernet0/0/0/1.100"": ""192.168.1.10/255.255.255.0""}","The value for interface_ip_map is {'Loopback0': '1.1.1.1/255.255.255.255', 'MgmtEth0/RP0/CPU0/0': '172.16.1.130/255.255.255.0', 'GigabitEthernet0/0/0/0': '10.1.13.1/255.255.255.0', 'GigabitEthernet0/0/0/2': '10.1.15.1/255.255.255.0', 'GigabitEthernet0/0/0/3': '', 'GigabitEthernet0/0/0/0.1': '', 'GigabitEthernet0/0/0/1.100': '192.168.1.10/255.255.255.0'}.",장비: sample7 | OS: ios-xr | BGP AS: 65000 | BGP 피어 수: 3 | VRF 수: 1,sample7.xml
BASIC_DSL-INTERFACE_IP_MAP-36080,rule_based,1,단순 조회 업무,short,basic,,sample8 장비의 인터페이스-IP 매핑은?,"{""Loopback0"": ""2.2.2.2/255.255.255.255"", ""MgmtEth0/RP0/CPU0/0"": ""172.16.1.131/255.255.255.0"", ""GigabitEthernet0/0/0/0"": ""10.1.13.2/255.255.255.0"", ""GigabitEthernet0/0/0/2"": ""10.1.27.1/255.255.255.0"", ""GigabitEthernet0/0/0/3"": """", ""GigabitEthernet0/0/0/1.200"": ""192.168.2.10/255.255.255.0""}","The value for interface_ip_map is {'Loopback0': '2.2.2.2/255.255.255.255', 'MgmtEth0/RP0/CPU0/0': '172.16.1.131/255.255.255.0', 'GigabitEthernet0/0/0/0': '10.1.13.2/255.255.255.0', 'GigabitEthernet0/0/0/2': '10.1.27.1/255.255.255.0', 'GigabitEthernet0/0/0/3': '', 'GigabitEthernet0/0/0/1.200': '192.168.2.10/255.255.255.0'}.",장비: sample8 | OS: ios-xr | BGP AS: 65000 | BGP 피어 수: 3 | VRF 수: 1,sample8.xml
BASIC_DSL-INTERFACE_IP_MAP-13781,rule_based,1,단순 조회 업무,short,basic,,sample9 장비의 인터페이스-IP 매핑은?,"{""Loopback0"": ""3.3.3.3/255.255.255.255"", ""MgmtEth0/RP0/CPU0/0"": ""172.16.1.132/255.255.255.0"", ""GigabitEthernet0/0/0/0"": """", ""GigabitEthernet0/0/0/2"": ""10.1.27.2/255.255.255.0"", ""GigabitEthernet0/0/0/3"": """", ""GigabitEthernet0/0/0/0.1"": """", ""GigabitEthernet0/0/0/1.300"": ""192.168.3.10/255.255.255.0""}","The value for interface_ip_map is {'Loopback0': '3.3.3.3/255.255.255.255', 'MgmtEth0/RP0/CPU0/0': '172.16.1.132/255.255.255.0', 'GigabitEthernet0/0/0/0': '', 'GigabitEthernet0/0/0/2': '10.1.27.2/255.255.255.0', 'GigabitEthernet0/0/0/3': '', 'GigabitEthernet0/0/0/0.1': '', 'GigabitEthernet0/0/0/1.300': '192.168.3.10/255.255.255.0'}.",장비: sample9 | OS: ios-xr | BGP AS: 65000 | BGP 피어 수: 3 | VRF 수: 1,sample9.xml
BASIC_DSL-INTERFACE_VLAN_SET-24609,rule_based,1,단순 조회 업무,short,basic,,CE1 장비의 VLAN 목록은?,"[""100""]",The list of devices for interface_vlan_set is ['100'].,장비: CE1 | OS: ios-xr | BGP AS: 65001 | BGP 피어 수: 1,ce1.xml
BASIC_DSL-INTERFACE_VLAN_SET-32362,rule_based,1,단순 조회 업무,short,basic,,CE2 장비의 VLAN 목록은?,"[""300""]",The list of devices for interface_vlan_set is ['300'].,장비: CE2 | OS: ios-xr | BGP AS: 65003 | BGP 피어 수: 1,ce2.xml
BASIC_DSL-INTERFACE_VLAN_SET-1597,rule_based,1,단순 조회 업무,short,basic,,sample10 장비의 VLAN 목록은?,"[""400""]",The list of devices for interface_vlan_set is ['400'].,장비: sample10 | OS: ios-xr | BGP AS: 65000 | BGP 피어 수: 3 | VRF 수: 1,sample10.xml
BASIC_DSL-INTERFACE_VLAN_SET-25299,rule_based,1,단순 조회 업무,short,basic,,sample7 장비의 VLAN 목록은?,"[""100""]",The list of devices for interface_vlan_set is ['100'].,장비: sample7 | OS: ios-xr | BGP AS: 65000 | BGP 피어 수: 3 | VRF 수: 1,sample7.xml
BASIC_DSL-INTERFACE_VLAN_SET-36080,rule_based,1,단순 조회 업무,short,basic,,sample8 장비의 VLAN 목록은?,"[""200""]",The list of devices for interface_vlan_set is ['200'].,장비: sample8 | OS: ios-xr | BGP AS: 65000 | BGP 피어 수: 3 | VRF 수: 1,sample8.xml
BASIC_DSL-INTERFACE_VLAN_SET-13781,rule_based,1,단순 조회 업무,short,basic,,sample9 장비의 VLAN 목록은?,"[""300""]",The list of devices for interface_vlan_set is ['300'].,장비: sample9 | OS: ios-xr | BGP AS: 65000 | BGP 피어 수: 3 | VRF 수: 1,sample9.xml
BASIC_DSL-SUBINTERFACE_COUNT-24609,rule_based,1,단순 조회 업무,short,basic,,CE1 장비의 서브인터페이스 개수는?,1,The value for subinterface_count is 0.,장비: CE1 | OS: ios-xr | BGP AS: 65001 | BGP 피어 수: 1,ce1.xml
BASIC_DSL-SUBINTERFACE_COUNT-32362,rule_based,1,단순 조회 업무,short,basic,,CE2 장비의 서브인터페이스 개수는?,1,The value for subinterface_count is 0.,장비: CE2 | OS: ios-xr | BGP AS: 65003 | BGP 피어 수: 1,ce2.xml
BASIC_DSL-SUBINTERFACE_COUNT-1597,rule_based,1,단순 조회 업무,short,basic,,sample10 장비의 서브인터페이스 개수는?,0,The value for subinterface_count is 0.,장비: sample10 | OS: ios-xr | BGP AS: 65000 | BGP 피어 수: 3 | VRF 수: 1,sample10.xml
BASIC_DSL-SUBINTERFACE_COUNT-25299,rule_based,1,단순 조회 업무,short,basic,,sample7 장비의 서브인터페이스 개수는?,0,The value for subinterface_count is 0.,장비: sample7 | OS: ios-xr | BGP AS: 65000 | BGP 피어 수: 3 | VRF 수: 1,sample7.xml
BASIC_DSL-SUBINTERFACE_COUNT-36080,rule_based,1,단순 조회 업무,short,basic,,sample8 장비의 서브인터페이스 개수는?,0,The value for subinterface_count is 0.,장비: sample8 | OS: ios-xr | BGP AS: 65000 | BGP 피어 수: 3 | VRF 수: 1,sample8.xml
BASIC_DSL-SUBINTERFACE_COUNT-13781,rule_based,1,단순 조회 업무,short,basic,,sample9 장비의 서브인터페이스 개수는?,0,The value for subinterface_count is 0.,장비: sample9 | OS: ios-xr | BGP AS: 65000 | BGP 피어 수: 3 | VRF 수: 1,sample9.xml
BASIC_DSL-VRF_BIND_MAP-24609,rule_based,1,단순 조회 업무,short,basic,,CE1 장비의 인터페이스별 VRF 바인딩 현황은?,"{""Ethernet0/0"": """", ""Ethernet0/0.100"": """", ""Ethernet0/1"": """", ""Ethernet0/2"": """", ""Ethernet0/3"": """"}","The value for vrf_bind_map is {'Ethernet0/0': '', 'Ethernet0/0.100': '', 'Ethernet0/1': '', 'Ethernet0/2': '', 'Ethernet0/3': ''}.",장비: CE1 | OS: ios-xr | BGP AS: 65001 | BGP 피어 수: 1,ce1.xml
BASIC_DSL-VRF_BIND_MAP-32362,rule_based,1,단순 조회 업무,short,basic,,CE2 장비의 인터페이스별 VRF 바인딩 현황은?,"{""Ethernet0/0"": """", ""Ethernet0/0.100"": """", ""Ethernet0/1"": """", ""Ethernet0/2"": """", ""Ethernet0/3"": """"}","The value for vrf_bind_map is {'Ethernet0/0': '', 'Ethernet0/0.100': '', 'Ethernet0/1': '', 'Ethernet0/2': '', 'Ethernet0/3': ''}.",장비: CE2 | OS: ios-xr | BGP AS: 65003 | BGP 피어 수: 1,ce2.xml
BASIC_DSL-VRF_BIND_MAP-1597,rule_based,1,단순 조회 업무,short,basic,,sample10 장비의 인터페이스별 VRF 바인딩 현황은?,"{""GigabitEthernet0/0/0/0"": """", ""GigabitEthernet0/0/0/1"": """", ""GigabitEthernet0/0/0/1.400"": ""exam-l3vpn"", ""GigabitEthernet0/0/0/2"": """", ""GigabitEthernet0/0/0/3"": """", ""Loopback0"": """", ""MgmtEth0/RP0/CPU0/0"": """"}","The value for vrf_bind_map is {'Loopback0': '', 'MgmtEth0/RP0/CPU0/0': '', 'GigabitEthernet0/0/0/0': '', 'GigabitEthernet0/0/0/1': '', 'GigabitEthernet0/0/0/2': '', 'GigabitEthernet0/0/0/3': '', 'GigabitEthernet0/0/0/1.400': ''}.",장비: sample10 | OS: ios-xr | BGP AS: 65000 | BGP 피어 수: 3 | VRF 수: 1,sample10.xml
BASIC_DSL-VRF_BIND_MAP-25299,rule_based,1,단순 조회 업무,short,basic,,sample7 장비의 인터페이스별 VRF 바인딩 현황은?,"{""GigabitEthernet0/0/0/0"": """", ""GigabitEthernet0/0/0/0.1"": """", ""GigabitEthernet0/0/0/1.100"": ""exam-l3vpn"", ""GigabitEthernet0/0/0/2"": """", ""GigabitEthernet0/0/0/3"": """", ""Loopback0"": """", ""MgmtEth0/RP0/CPU0/0"": """"}","The value for vrf_bind_map is {'Loopback0': '', 'MgmtEth0/RP0/CPU0/0': '', 'GigabitEthernet0/0/0/0': '', 'GigabitEthernet0/0/0/2': '', 'GigabitEthernet0/0/0/3': '', 'GigabitEthernet0/0/0/0.1': '', 'GigabitEthernet0/0/0/1.100': ''}.",장비: sample7 | OS: ios-xr | BGP AS: 65000 | BGP 피어 수: 3 | VRF 수: 1,sample7.xml
BASIC_DSL-VRF_BIND_MAP-36080,rule_based,1,단순 조회 업무,short,basic,,sample8 장비의 인터페이스별 VRF 바인딩 현황은?,"{""GigabitEthernet0/0/0/0"": """", ""GigabitEthernet0/0/0/1.200"": ""exam-l3vpn"", ""GigabitEthernet0/0/0/2"": """", ""GigabitEthernet0/0/0/3"": """", ""Loopback0"": """", ""MgmtEth0/RP0/CPU0/0"": """"}","The value for vrf_bind_map is {'Loopback0': '', 'MgmtEth0/RP0/CPU0/0': '', 'GigabitEthernet0/0/0/0': '', 'GigabitEthernet0/0/0/2': '', 'GigabitEthernet0/0/0/3': '', 'GigabitEthernet0/0/0/1.200': ''}.",장비: sample8 | OS: ios-xr | BGP AS: 65000 | BGP 피어 수: 3 | VRF 수: 1,sample8.xml
BASIC_DSL-VRF_BIND_MAP-13781,rule_based,1,단순 조회 업무,short,basic,,sample9 장비의 인터페이스별 VRF 바인딩 현황은?,"{""GigabitEthernet0/0/0/0"": """", ""GigabitEthernet0/0/0/0.1"": """", ""GigabitEthernet0/0/0/1.300"": ""exam-l3vpn"", ""GigabitEthernet0/0/0/2"": """", ""GigabitEthernet0/0/0/3"": """", ""Loopback0"": """", ""MgmtEth0/RP0/CPU0/0"": """"}","The value for vrf_bind_map is {'Loopback0': '', 'MgmtEth0/RP0/CPU0/0': '', 'GigabitEthernet0/0/0/0': '', 'GigabitEthernet0/0/0/2': '', 'GigabitEthernet0/0/0/3': '', 'GigabitEthernet0/0/0/0.1': '', 'GigabitEthernet0/0/0/1.300': ''}.",장비: sample9 | OS: ios-xr | BGP AS: 65000 | BGP 피어 수: 3 | VRF 수: 1,sample9.xml
BASIC_DSL-BGP_LOCAL_AS_NUMERIC-24609,rule_based,1,단순 조회 업무,short,basic,,CE1 장비의 BGP Local-AS 번호는?,65001,The value for bgp_local_as_numeric is 65001.,장비: CE1 | OS: ios-xr | BGP AS: 65001 | BGP 피어 수: 1,ce1.xml
BASIC_DSL-BGP_LOCAL_AS_NUMERIC-32362,rule_based,1,단순 조회 업무,short,basic,,CE2 장비의 BGP Local-AS 번호는?,65003,The value for bgp_local_as_numeric is 65003.,장비: CE2 | OS: ios-xr | BGP AS: 65003 | BGP 피어 수: 1,ce2.xml
BASIC_DSL-BGP_LOCAL_AS_NUMERIC-1597,rule_based,1,단순 조회 업무,short,basic,,sample10 장비의 BGP Local-AS 번호는?,65000,The value for bgp_local_as_numeric is 65000.,장비: sample10 | OS: ios-xr | BGP AS: 65000 | BGP 피어 수: 3 | VRF 수: 1,sample10.xml
BASIC_DSL-BGP_LOCAL_AS_NUMERIC-25299,rule_based,1,단순 조회 업무,short,basic,,sample7 장비의 BGP Local-AS 번호는?,65000,The value for bgp_local_as_numeric is 65000.,장비: sample7 | OS: ios-xr | BGP AS: 65000 | BGP 피어 수: 3 | VRF 수: 1,sample7.xml
BASIC_DSL-BGP_LOCAL_AS_NUMERIC-36080,rule_based,1,단순 조회 업무,short,basic,,sample8 장비의 BGP Local-AS 번호는?,65000,The value for bgp_local_as_numeric is 65000.,장비: sample8 | OS: ios-xr | BGP AS: 65000 | BGP 피어 수: 3 | VRF 수: 1,sample8.xml
